LOCATION,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,47,53,0,6,23,22,18,15,10,6,12,88,N,2022-11-16 07:55
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,58,42,0,4,19,23,23,18,10,5,14,86,N,2022-11-16 07:55
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8500,9000,50,50,0,8,33,19,14,13,8,5,16,84,N,2022-11-16 07:55
가산디지털단지역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,59,41,0,2,22,28,22,16,8,3,15,85,N,2022-11-23 07:50
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,30000,32000,57,43,0,3,23,28,22,14,7,3,14,86,N,2022-11-23 07:50
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,49,51,0,4,30,21,16,15,8,6,17,83,N,2022-11-23 07:50
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7000,7500,51,49,0,4,17,24,22,18,10,5,7,93,N,2022-11-23 07:50
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,55,45,0,4,19,28,21,16,8,4,11,89,N,2022-11-23 07:50
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,57,43,0,2,19,28,23,15,8,4,20,80,N,2022-11-23 07:50
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6000,6500,61,39,0,1,15,25,26,19,11,3,21,79,N,2022-11-23 07:50
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,26000,28000,55,45,0,6,17,27,23,15,8,4,22,78,N,2022-11-23 07:50
신도림역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,7000,7500,50,50,0,3,25,28,23,13,6,2,5,95,N,2022-11-23 07:50
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,53,47,0,4,34,26,15,10,7,4,11,89,N,2022-11-23 07:50
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,45,55,0,6,45,19,12,10,5,3,18,82,N,2022-11-23 07:50
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,57,43,0,2,21,29,23,15,6,3,19,81,N,2022-11-23 07:50
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,45,55,0,9,23,22,16,14,9,6,11,89,N,2022-11-23 07:50
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,59,41,0,6,18,23,22,18,9,4,12,88,N,2022-11-23 07:50
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,51,49,0,11,32,17,13,14,9,5,17,83,N,2022-11-23 07:50
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,64,36,0,2,17,23,22,20,12,4,14,86,N,2022-11-24 07:20
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,60,40,0,3,20,27,22,15,9,4,15,85,N,2022-11-24 07:20
건대입구역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,49,51,0,5,29,19,15,14,10,7,20,80,N,2022-11-24 07:20
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,56,44,0,4,16,18,25,18,11,7,8,92,N,2022-11-24 07:20
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,55,45,0,4,18,23,22,16,11,6,14,86,N,2022-11-24 07:20
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,58,42,0,2,18,26,22,16,11,6,19,81,N,2022-11-24 07:20
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,60,40,0,3,13,20,25,22,14,5,16,84,N,2022-11-24 07:20
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,54,46,0,5,15,24,22,17,11,5,20,80,N,2022-11-24 07:20
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,53,47,0,4,19,28,22,15,8,5,7,93,N,2022-11-24 07:20
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,55,45,0,4,34,25,15,11,7,4,13,87,N,2022-11-24 07:20
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,47,53,0,6,48,17,11,9,6,4,20,80,N,2022-11-24 07:20
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,60,40,0,2,19,25,23,17,9,4,16,84,N,2022-11-24 07:20
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,50,50,0,6,20,20,18,16,11,8,15,85,N,2022-11-24 07:20
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,58,42,0,5,16,21,19,20,13,6,14,86,N,2022-11-24 07:20
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,52,48,0,8,34,17,13,13,9,6,18,82,N,2022-11-24 07:20
가산디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,58,42,0,4,25,25,16,17,9,4,34,66,N,2022-11-26 23:10
강남역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,32000,34000,54,46,0,6,46,26,11,6,3,1,12,88,N,2022-11-26 23:15
건대입구역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,52,48,0,8,54,16,7,7,5,2,20,80,N,2022-11-26 23:15
고속터미널역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,50,50,0,13,26,17,18,14,8,4,14,86,N,2022-11-26 23:15
교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,56,44,0,6,26,24,18,14,7,4,23,77,N,2022-11-26 23:15
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,56,44,0,3,29,26,17,14,7,4,30,70,N,2022-11-26 23:15
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,54,46,0,6,21,25,22,17,6,3,14,86,N,2022-11-26 23:15
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,53,47,0,8,24,26,20,12,6,3,31,69,N,2022-11-26 23:15
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,48,52,0,7,39,22,14,10,6,2,22,78,N,2022-11-26 23:15
신림역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,57,43,0,4,50,24,10,6,4,2,21,79,N,2022-11-26 23:15
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,48,52,0,8,63,14,6,5,2,1,24,76,N,2022-11-26 23:15
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,54,46,0,4,26,29,20,12,5,3,28,72,N,2022-11-26 23:15
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6500,7000,54,46,0,6,34,22,13,11,8,5,23,77,N,2022-11-26 23:15
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,48,52,0,6,28,25,17,12,7,4,25,75,N,2022-11-26 23:15
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,52,48,0,9,48,16,8,9,6,4,32,68,N,2022-11-26 23:15
